Id,Name,City,Country,Latitude,Longitude
NDY,Sanday Airport,Sanday,United Kingdom,59.2503,-2.57667
WRY,Westray Airport,Westray,United Kingdom,59.3503,-2.95
BRR,Barra Airport,Barra,United Kingdom,57.0228,-7.44306
CFN,Donegal Airport,Dongloe,Ireland,55.044192,-8.341
LKN,Leknes Airport,Leknes,Norway,68.1525,13.6094
OSY,Namsos Hoknesora Airport,Namsos,Norway,64.4722,11.5786
MQN,Rossvoll Airport,Mo i Rana,Norway,66.3639,14.3014
RVK,Ryum Airport,Rorvik,Norway,64.8383,11.1461
RET,Rost Airport,Rost,Norway,67.5278,12.1033
SDN,Anda Airport,Sandane,Norway,61.83,6.10583
SOG,Sogndal Airport,Sogndal,Norway,61.1561,7.13778
SVJ,Svolvaer Helle Airport,Svolvaer,Norway,68.2433,14.6692
SOJ,Sorkjosen Airport,Sorkjosen,Norway,69.7868,20.9594
VAW,Svartnes Airport,Vardo,Norway,70.355392,31.044889
BZG,Bydgoszcz Ignacy Jan Paderewski Airport,Bydgoszcz,Poland,53.0968,17.9777
OSD,Ostersund Airport,Ostersund,Sweden,63.1944,14.5003
KSD,Karlstad Airport,Karlstad,Sweden,59.4447,13.3374
AGH,Angelholm-Helsingborg Airport,Angelholm,Sweden,56.2961,12.8471
HMV,Hemavan Airport,Hemavan,Sweden,65.806111,15.082778
SHC,Shire Inda Selassie Airport,Shire Indasilase,Ethiopia,14.0781,38.2725
MQP,Kruger Mpumalanga International Airport,Mpumalanga,South Africa,-25.3832,31.1056
CBT,Catumbela Airport,Catumbela,Angola,-12.4792,13.4869
VPE,Ondjiva Pereira Airport,Ondjiva,Angola,-17.043464,15.683822
MSZ,Namibe Airport,Mocamedes,Angola,-15.261222,12.146756
LUD,Luderitz Airport,Luderitz,Namibia,-26.6874,15.2429
OMD,Oranjemund Airport,Oranjemund,Namibia,-28.5847,16.4467
TSH,Tshikapa Airport,Tshikapa,Congo (Kinshasa),-6.43833,20.7947
LJA,Lodja Airport,Lodja,Congo (Kinshasa),-3.417,23.45
GMZ,La Gomera Airport,La Gomera,Spain,28.0296,-17.2146
OXB,Osvaldo Vieira International Airport,Bissau,Guinea-Bissau,11.89485,-15.653681
VIL,Dakhla Airport,Dakhla,Western Sahara,23.7183,-15.932
ESU,Mogador Airport,Essadouira,Morocco,31.3975,-9.681667
EUN,Hassan I Airport,El Aaiun,Western Sahara,27.1517,-13.2192
NDR,El Aroui Airport,El Aroui,Morocco,34.9888,-3.02821
RAI,Praia International Airport,Praia,Cape Verde,14.9245,-23.4935
SFL,Sao Filipe Airport,Sao Filipe,Cape Verde,14.885,-24.48
GDE,Gode Airport,Gode,Ethiopia,5.935128,43.578567
MGQ,Aden Adde International Airport,Mogadishu,Somalia,2.01444,45.3047
ATZ,Asyut International Airport,Asyut,Egypt,27.046508,31.011983
ASV,Amboseli Airport,Amboseli National Park,Kenya,-2.64505,37.2531
LKG,Lokichoggio Airport,Lokichoggio,Kenya,4.204117,34.348186
MYD,Malindi Airport,Malindi,Kenya,-3.22931,40.1017
SRX,Gardabya Airport,Sirt,Libya,31.0635,16.595
TOB,Gamal Abdel Nasser Airport,Tobruk,Libya,31.861,23.907
LAQ,La Abraq Airport,Al Bayda',Libya,32.788673,21.964333
UYL,Nyala Airport,Nyala,Sudan,12.0535,24.9562
PZU,Port Sudan New International Airport,Port Sudan,Sudan,19.4336,37.2341
BKZ,Bukoba Airport,Bukoba,Tanzania,-1.3,31.8
DIU,Diu Airport,Diu,India,20.7131,70.9211
GSM,Gheshm Airport,Gheshm,Iran,26.9487,56.2688
ABR,Aberdeen Regional Airport,Aberdeen,United States,45.4491,-98.4218
ABY,Southwest Georgia Regional Airport,Albany,United States,31.5355,-84.1945
AHN,Athens Ben Epps Airport,Athens,United States,33.9486,-83.3263
ALO,Waterloo Regional Airport,Waterloo,United States,42.5571,-92.4003
ALW,Walla Walla Regional Airport,Walla Walla,United States,46.0949,-118.288
APN,Alpena County Regional Airport,Alpena,United States,45.0781,-83.5603
ATY,Watertown Regional Airport,Watertown,United States,44.914,-97.1547
BFD,Bradford Regional Airport,Bradford,United States,41.8031,-78.6401
BFF,Western Nebraska Regional Airport,Scottsbluff,United States,41.874,-103.596
BKW,Raleigh County Memorial Airport,Beckley,United States,37.7873,-81.1242
BQK,Brunswick Golden Isles Airport,Brunswick,United States,31.2588,-81.4665
CEC,Del Norte County Airport,Crescent City,United States,41.7802,-124.237
CGI,Cape Girardeau Regional Airport,Cape Girardeau,United States,37.2253,-89.5708
CIU,Chippewa County International Airport,Sault Ste Marie,United States,46.2508,-84.4724
CKB,Harrison Marion Regional Airport,Clarksburg,United States,39.2966,-80.2281
CMX,Houghton County Memorial Airport,Hancock,United States,47.1684,-88.4891
DDC,Dodge City Regional Airport,Dodge City,United States,37.7634,-99.9656
DUJ,DuBois Regional Airport,Du Bois,United States,41.1783,-78.8987
EAU,Chippewa Valley Regional Airport,Eau Claire,United States,44.8658,-91.4843
EKO,Elko Regional Airport,Elko,United States,40.8249,-115.792
EWB,New Bedford Regional Airport,New Bedford,United States,41.6761,-70.9569
FAY,Fayetteville Regional Grannis Field,Fayetteville,United States,34.9912,-78.8803
GGW,Wokal Field Glasgow International Airport,Glasgow,United States,48.2125,-106.615
GRI,Central Nebraska Regional Airport,Grand Island,United States,40.9675,-98.3096
HOT,Memorial Field,Hot Springs,United States,34.478,-93.0962
HTS,Tri State Milton J Ferguson Field,Huntington,United States,38.3667,-82.558
IRK,Kirksville Regional Airport,Kirksville,United States,40.0935,-92.5449
LAR,Laramie Regional Airport,Laramie,United States,41.3121,-105.675
LBE,Arnold Palmer Regional Airport,Latrobe,United States,40.2759,-79.4048
LBF,North Platte Regional Airport Lee Bird Field,North Platte,United States,41.1262,-100.684
LEB,Lebanon Municipal Airport,Lebanon,United States,43.6261,-72.3042
LMT,Klamath Falls Airport,Klamath Falls,United States,42.1561,-121.733
LNS,Lancaster Airport,Lancaster,United States,40.1217,-76.2961
LYH,Lynchburg Regional Preston Glenn Field,Lynchburg,United States,37.3267,-79.2004
MKG,Muskegon County Airport,Muskegon,United States,43.1695,-86.2382
OTH,Southwest Oregon Regional Airport,North Bend,United States,43.4171,-124.246
OWB,Owensboro Daviess County Airport,Owensboro,United States,37.7401,-87.1668
PIH,Pocatello Regional Airport,Pocatello,United States,42.9098,-112.596
PIR,Pierre Regional Airport,Pierre,United States,44.3827,-100.286
PLN,Pellston Regional Airport of Emmet County Airport,Pellston,United States,45.5709,-84.7967
PSM,Pease International Tradeport,Portsmouth,United States,43.0779,-70.8233
RHI,Rhinelander Oneida County Airport,Rhinelander,United States,45.6312,-89.4675
RKS,Rock Springs Sweetwater County Airport,Rock Springs,United States,41.5942,-109.065
RUT,Rutland State Airport,Rutland,United States,43.5294,-72.9496
SBP,San Luis County Regional Airport,San Luis Obispo,United States,35.2368,-120.642
SHR,Sheridan County Airport,Sheridan,United States,44.7692,-106.98
SLK,Adirondack Regional Airport,Saranac Lake,United States,44.3853,-74.2062
SLN,Salina Municipal Airport,Salina,United States,38.791,-97.6522
SMX,Santa Maria Pub Cpt G Allan Hancock Airport,Santa Maria,United States,34.8989,-120.457
UIN,Quincy Regional Baldwin Field,Quincy,United States,39.9427,-91.1946
VCT,Victoria Regional Airport,Victoria,United States,28.8526,-96.9185
VLD,Valdosta Regional Airport,Valdosta,United States,30.7825,-83.2767
WRL,Worland Municipal Airport,Worland,United States,43.9657,-107.951
YKM,Yakima Air Terminal McAllister Field,Yakima,United States,46.5682,-120.544
ECN,Ercan International Airport,Nicosia,Cyprus,35.1547,33.4961
RJL,Logrono-Agoncillo Airport,Logrono-Agoncillo,Spain,42.4542,-2.32083
JSY,Syros Airport,Syros Island,Greece,37.422792,24.950936
CVU,Corvo Airport,Corvo,Portugal,39.6715,-31.1136
BNX,Banja Luka International Airport,Banja Luka,Bosnia and Herzegovina,44.941444,17.297501
KSY,Kars Airport,Kars,Turkey,40.562222,43.115002
KCM,Kahramanmaras Airport,Kahramanmaras,Turkey,37.539,36.9534
AJI,Agri Airport,Agri,Turkey,39.6546,43.0271
ADF,Adiyaman Airport,Adiyaman,Turkey,37.7314,38.4689
ISE,Isparta Suleyman Demirel Airport,Isparta,Turkey,37.8554,30.3684
EDO,Balikesir Korfez Airport,Balikesir Korfez,Turkey,39.5546,27.0138
MRA,Misratah Airport,Misratah,Libya,32.325,15.061
QUB,Ubari Airport,Ubari,Libya,26.5675,12.8231
GDT,JAGS McCartney International Airport,Cockburn Town,Turks and Caicos Islands,21.4445,-71.1423
SLX,Salt Cay Airport,Salt Cay,Turks and Caicos Islands,21.333,-71.2
AZS,Samana El Catey International Airport,Samana,Dominican Republic,19.267,-69.742
PEU,Puerto Lempira Airport,Puerto Lempira,Honduras,15.2622,-83.7812
JAL,Lencero Airport,Jalapa,Mexico,19.475083,-96.797506
JQE,Jaque Airport,Jaque,Panama,7.51778,-78.1572
TTQ,Aerotortuguero Airport,Roxana,Costa Rica,10.569,-83.5148
TNO,Cabo Velas Airport,Nicoya,Costa Rica,10.3557,-85.852892
PJM,Puerto Jimenez Airport,Puerto Jimenez,Costa Rica,8.53333,-83.3
SYQ,Tobias Bolanos International Airport,San Jose,Costa Rica,9.957053,-84.139797
CCC,Cayo Coco Airport,Cayo Coco,Cuba,22.5132,-78.511
LBP,Long Banga Airport,Long Banga,Malaysia,3.18495,115.454
ATC,Arthurs Town Airport,Arthur's Town,Bahamas,24.629417,-75.673775
CRI,Colonel Hill Airport,Colonel Hill,Bahamas,22.745561,-74.182353
AIU,Atiu Island Airport,Atiu Island,Cook Islands,-19.9678,-158.119
MGS,Mangaia Island Airport,Mangaia Island,Cook Islands,-21.8956,-157.905
MUK,Mauke Airport,Mauke Island,Cook Islands,-20.1361,-157.345
MOI,Mitiaro Island Airport,Mitiaro Island,Cook Islands,-19.8425,-157.703
ICI,Cicia Airport,Cicia,Fiji,-17.7433,-179.342
KDV,Vunisea Airport,Vunisea,Fiji,-19.0581,178.157
LKB,Lakeba Island Airport,Lakeba Island,Fiji,-18.1992,-178.817
LBS,Labasa Airport,Lambasa,Fiji,-16.466749,179.33986
TVU,Matei Airport,Matei,Fiji,-16.6906,-179.877
RTA,Rotuma Airport,Rotuma,Fiji,-12.4825,177.071
SVU,Savusavu Airport,Savusavu,Fiji,-16.8028,179.341
VBV,Vanua Balavu Airport,Vanua Balavu,Fiji,-17.269,-178.976
IUE,Niue International Airport,Alofi,Niue,-19.080028,-169.925639
FUT,Pointe Vele Airport,Futuna Island,Wallis and Futuna,-14.3114,-178.066
AHE,Ahe Airport,Ahe,French Polynesia,-14.4281,-146.257
AUQ,Hiva Oa-Atuona Airport,Hiva-oa,French Polynesia,-9.768794,-139.011256
UAP,Ua Pou Airport,Ua Pou,French Polynesia,-9.35167,-140.078
UAH,Ua Huka Airport,Ua Huka,French Polynesia,-8.93611,-139.552
MTV,Mota Lava Airport,Ablow,Vanuatu,-13.666,167.712
SLH,Sola Airport,Sola,Vanuatu,-13.8517,167.537
TOH,Torres Airstrip,Loh/Linua,Vanuatu,-13.328,166.638
EAE,Sangafa Airport,Sangafa,Vanuatu,-17.0903,168.343
CCV,Craig Cove Airport,Craig Cove,Vanuatu,-16.265,167.924
LOD,Longana Airport,Longana,Vanuatu,-15.3067,167.967
SSR,Sara Airport,Pentecost Island,Vanuatu,-15.4708,168.152
PBJ,Tavie Airport,Paama Island,Vanuatu,-16.439,168.257
LPM,Lamap Airport,Lamap,Vanuatu,-16.454,167.823
LNB,Lamen Bay Airport,Lamen Bay,Vanuatu,-16.5842,168.159
MWF,Naone Airport,Maewo Island,Vanuatu,-15,168.083
LNE,Lonorore Airport,Lonorore,Vanuatu,-15.8656,168.172
NUS,Norsup Airport,Norsup,Vanuatu,-16.0797,167.401
ZGU,Gaua Island Airport,Gaua Island,Vanuatu,-14.2181,167.587
SON,Santo Pekoa International Airport,Santo,Vanuatu,-15.505033,167.219742
TGH,Tongoa Island Airport,Tongoa Island,Vanuatu,-16.8911,168.551
ULB,Ulei Airport,Ambryn Island,Vanuatu,-16.333,168.283
VLS,Valesdir Airport,Valesdir,Vanuatu,-16.7961,168.177
SWJ,Southwest Bay Airport,Malekula Island,Vanuatu,-16.495,167.438
AUY,Anelghowhat Airport,Anelghowhat,Vanuatu,-20.2492,169.771
AWD,Aniwa Airport,Aniwa,Vanuatu,-19.24,169.605
DLY,Dillon's Bay Airport,Dillon's Bay,Vanuatu,-18.7694,169.001
FTA,Futuna Airport,Futuna Island,Vanuatu,-19.5164,170.232
IPA,Ipota Airport,Ipota,Vanuatu,-18.8783,169.308
DWD,Dawadmi Domestic Airport,Dawadmi,Saudi Arabia,24.5,44.4
AJF,Al-Jawf Domestic Airport,Al-Jawf,Saudi Arabia,29.785133,40.100006
KHD,Khoram Abad Airport,Khorram Abad,Iran,33.435378,48.282889
BXR,Bam Airport,Bam,Iran,29.084169,58.450042
BJB,Bojnourd Airport,Bojnourd,Iran,37.492958,57.308219
AFZ,Sabzevar National Airport,Sabzevar,Iran,36.168083,57.595183
NSH,Noshahr Airport,Noshahr,Iran,36.663333,51.464722
SRY,Sari Dasht E Naz Airport,Dasht-e-naz,Iran,36.635833,53.193611
LRR,Lar Airport,Lar,Iran,27.674725,54.383278
ADU,Ardabil Airport,Ardabil,Iran,38.325678,48.424356
OMH,Uromiyeh Airport,Uromiyeh,Iran,37.6681,45.0687
AAN,Al Ain International Airport,Al Ain,United Arab Emirates,24.261667,55.609167
BHV,Bahawalpur Airport,Bahawalpur,Pakistan,29.3481,71.717981
CJL,Chitral Airport,Chitral,Pakistan,35.886592,71.800578
DBA,Dalbandin Airport,Dalbandin,Pakistan,28.8783,64.3998
DEA,Dera Ghazi Khan Airport,Dera Ghazi Khan,Pakistan,29.961011,70.485925
DSK,Dera Ismael Khan Airport,Dera Ismael Khan,Pakistan,31.909422,70.896639
KDU,Skardu Airport,Skardu,Pakistan,35.335508,75.536047
TUK,Turbat International Airport,Turbat,Pakistan,25.986369,63.030167
ISU,Sulaymaniyah International Airport,Sulaymaniyah,Iraq,35.5608,45.3147
GXF,Sayun International Airport,Sayun Intl,Yemen,15.966111,48.7883
BFQ,Bahia Pina Airport,Bahia Pina,Panama,7.583,-78.2
OTD,Contadora Airport,Contadora Island,Panama,8.62876,-79.0347
SAX,Sambu Airport,Boca de Sabalo,Panama,8.017,-78.2
ADK,Adak Airport,Adak Island,United States,51.878,-176.646
GST,Gustavus Airport,Gustavus,United States,58.4253,-135.707
SGY,Skagway Airport,Skagway,United States,59.4601,-135.316
HCR,Holy Cross Airport,Holy Cross,United States,62.1883,-159.775
HNS,Haines Airport,Haines,United States,59.2438,-135.524
KLG,Kalskag Airport,Kalskag,United States,61.5363,-160.341
MCG,McGrath Airport,Mcgrath,United States,62.9529,-155.606
MOU,Mountain Village Airport,Mountain Village,United States,62.0954,-163.682
ANI,Aniak Airport,Aniak,United States,61.5816,-159.543
VAK,Chevak Airport,Chevak,United States,61.5338,-165.584
WRG,Wrangell Airport,Wrangell,United States,56.4843,-132.37
LNV,Londolovit Airport,Londolovit,Papua New Guinea,-3.04361,152.629
LSA,Losuia Airport,Losuia,Papua New Guinea,-8.50582,151.081
TFI,Tufi Airport,Tufi,Papua New Guinea,-9.07595,149.32
KUH,Kushiro Airport,Kushiro,Japan,43.041,144.193
HSG,Saga Airport,Saga,Japan,33.1497,130.302
IWJ,Iwami Airport,Iwami,Japan,34.6764,131.79
FKS,Fukushima Airport,Fukushima,Japan,37.2274,140.431
ONJ,Odate Noshiro Airport,Odate Noshiro,Japan,40.1919,140.371
SYO,Shonai Airport,Shonai,Japan,38.812222,139.787222
KUV,Kunsan Air Base,Kunsan,South Korea,35.903756,126.615906
WJU,Wonju Airport,Wonju,South Korea,37.438081,127.960383
YNY,Yangyang International Airport,Sokcho / Gangneung,South Korea,38.061311,128.669164
HIN,Sacheon Air Base,Sacheon,South Korea,35.088543,128.07037
CJJ,Cheongju International Airport,Chongju,South Korea,36.7166,127.499119
GES,General Santos International Airport,General Santos City,Philippines,6.106439,125.2353
CGM,Camiguin Airport,Camiguin,Philippines,9.25352,124.707
JOL,Jolo Airport,Jolo,Philippines,6.05367,121.011
SUG,Surigao Airport,Sangley Point,Philippines,9.757567,125.479328
WNP,Naga Airport,Naga,Philippines,13.584886,123.270239
BSO,Basco Airport,Basco,Philippines,20.451322,121.979883
TUG,Tuguegarao Airport,Tuguegarao,Philippines,17.638311,121.730614
VRC,Virac Airport,Virac,Philippines,13.576439,124.205672
CYP,Calbayog Airport,Calbayog City,Philippines,12.072706,124.545092
CRM,Catarman National Airport,Catarman,Philippines,12.502417,124.635778
MBT,Masbate Airport,Masbate,Philippines,12.3694,123.629
RXS,Roxas Airport,Roxas City,Philippines,11.597669,122.751669
JDO,Orlando Bezerra de Menezes Airport,Juazeiro Do Norte,Brazil,-7.218958,-39.2701
LEC,Chapada Diamantina Airport,Lencois,Brazil,-12.4823,-41.277
MEA,Macae Airport,Macae,Brazil,-22.343,-41.766
MII,Marilia Airport,Marilia,Brazil,-22.196892,-49.9264
VDC,Vitoria da Conquista Airport,Vitoria Da Conquista,Brazil,-14.862761,-40.863106
RIA,Santa Maria Airport,Santa Maria,Brazil,-29.711358,-53.688153
SCY,San Cristobal Airport,San Cristobal,Ecuador,-0.910206,-89.61745
LOH,Camilo Ponce Enriquez Airport,La Toma (Catamayo),Ecuador,-3.99589,-79.3719
ESM,General Rivadeneira Airport,Esmeraldas,Ecuador,0.978519,-79.6266
LQM,Caucaya Airport,Puerto Leguizamo,Colombia,-0.18,-74.77
LPD,La Pedrera Airport,La Pedrera,Colombia,-1.33,-69.58
NQU,Reyes Murillo Airport,Nuqui,Colombia,5.7,-77.28
PDA,Obando Airport,Puerto Inirida,Colombia,3.85,-67.91
EYP,El Alcaravan Airport,Yopal,Colombia,5.319114,-72.383975
GYA,Capitan de Av. Emilio Beltran Airport,Guayaramerin,Bolivia,-10.8206,-65.3456
RIB,Capitan Av. Selin Zeitun Lopez Airport,Riberalta,Bolivia,-11,-66
CJA,Mayor General FAP Armando Revoredo Iglesias Airport,Cajamarca,Peru,-7.139183,-78.4894
HUU,Alferez Fap David Figueroa Fernandini Airport,Huanuco,Peru,-9.878811,-76.204797
VIG,Juan Pablo Perez Alfonso Airport,El Vigia,Venezuela,8.6241,-71.672819
JPR,Ji-Parana Airport,Ji-Parana,Brazil,-10.8708,-61.8465
NEV,Vance Winkworth Amory International Airport,Charlestown,Saint Kitts and Nevis,17.205678,-62.589869
VIJ,Virgin Gorda Airport,Spanish Town,British Virgin Islands,18.4464,-64.4275
KOV,Kokshetau Airport,Kokshetau,Kazakhstan,53.3291,69.5946
PPK,Petropavlosk South Airport,Petropavlosk,Kazakhstan,54.7747,69.1839
DZN,Zhezkazgan Airport,Zhezkazgan,Kazakhstan,47.708333,67.733333
UKK,Ust Kamenogorsk Airport,Ust Kamenogorsk,Kazakhstan,50.0366,82.4942
KSN,Kostanay West Airport,Kostanay,Kazakhstan,53.206944,63.550278
KVD,Ganja Airport,Ganja,Azerbaijan,40.7377,46.3176
NAJ,Nakhchivan Airport,Nakhchivan,Azerbaijan,39.1888,45.4584
PYJ,Poliarny Airport,Yakutia,Russia,66.400431,112.030325
CKH,Chokurdakh Airport,Chokurdah,Russia,70.6231,147.902
CYX,Cherskiy Airport,Cherskiy,Russia,68.7406,161.338
IKS,Tiksi Airport,Tiksi,Russia,71.6977,128.903
DYR,Ugolny Airport,Anadyr,Russia,64.73495,177.741483
OZH,Zaporizhzhia International Airport,Zaporozhye,Ukraine,47.867,35.3157
HRK,Osnova International Airport,Kharkov,Ukraine,49.924786,36.289986
IFO,Ivano Frankivsk International Airport,Ivano-Frankivsk,Ukraine,48.884167,24.686111
UDJ,Uzhhorod International Airport,Uzhgorod,Ukraine,48.634278,22.263356
CSH,Solovki Airport,Solovetsky Islands,Russia,65.03,35.7333
NOZ,Spichenkovo Airport,Novokuznetsk,Russia,53.8114,86.8772
OGZ,Beslan Airport,Beslan,Russia,43.2051,44.6066
EAR,Kearney Municipal Airport,Kearney,United States,40.727,-99.0068
IGM,Kingman Airport,Kingman,United States,35.2595,-113.938
PSC,Tri Cities Airport,Pasco,United States,46.2647,-119.119
SVC,Grant County Airport,Silver City,United States,32.6365,-108.156
SLY,Salekhard Airport,Salekhard,Russia,66.590753,66.611042
HMA,Khanty Mansiysk Airport,Khanty-Mansiysk,Russia,61.028479,69.086067
NYA,Nyagan Airport,Nyagan,Russia,62.11,65.615
OVS,Sovetsky Tyumenskaya Airport,Sovetskiy,Russia,61.32,63.6044
NYM,Nadym Airport,Nadym,Russia,65.4809,72.6989
LBD,Khudzhand Airport,Khudzhand,Tajikistan,40.2154,69.6947
AZN,Andizhan Airport,Andizhan,Uzbekistan,40.7277,72.294
FEG,Fergana Airport,Fergana,Uzbekistan,40.3588,71.745
NMA,Namangan Airport,Namangan,Uzbekistan,40.9846,71.5567
NCU,Nukus Airport,Nukus,Uzbekistan,42.4884,59.6233
UGC,Urgench Airport,Urgench,Uzbekistan,41.5843,60.6417
KSQ,Karshi Khanabad Airport,Khanabad,Uzbekistan,38.8336,65.9215
TMJ,Termez Airport,Termez,Uzbekistan,37.286667,67.31
EGO,Belgorod International Airport,Belgorod,Russia,50.6438,36.5901
UUA,Bugulma Airport,Bugulma,Russia,54.64,52.8017
OSW,Orsk Airport,Orsk,Russia,51.0725,58.5956
HBX,Hubli Airport,Hubli,India,15.3617,75.0849
KCT,Koggala Airport,Koggala,Sri Lanka,5.99368,80.3203
SHL,Shillong Airport,Shillong,India,25.7036,91.9787
GAU,Lokpriya Gopinath Bordoloi International Airport,Guwahati,India,26.106092,91.585939
DMU,Dimapur Airport,Dimapur,India,25.8839,93.7711
BZL,Barisal Airport,Barisal,Bangladesh,22.801,90.3012
MAQ,Mae Sot Airport,Tak,Thailand,16.699856,98.545056
BMV,Buon Ma Thuot Airport,Buonmethuot,Vietnam,12.668311,108.120272
HPH,Cat Bi International Airport,Haiphong,Vietnam,20.819386,106.724989
CXR,Cam Ranh Airport,Nha Trang,Vietnam,11.998153,109.219372
VCS,Co Ong Airport,Conson,Vietnam,8.731831,106.632589
VCA,Tra Noc Airport,Can Tho,Vietnam,10.085119,105.711922
DIN,Dien Bien Phu Airport,Dienbienphu,Vietnam,21.397481,103.007831
UIH,Phu Cat Airport,Phucat,Vietnam,13.954986,109.042267
PXU,Pleiku Airport,Pleiku,Vietnam,14.004522,108.017158
VII,Vinh Airport,Vinh,Vietnam,18.737569,105.670764
TMC,Tambolaka Airport,Waikabubak-Sumba Island,Indonesia,-9.409717,119.244494
BEJ,Barau(Kalimaru) Airport,Tanjung Redep-Borneo Island,Indonesia,2.155497,117.432256
LUV,Dumatubun Airport,Langgur-Kei Islands,Indonesia,-5.661619,132.731431
LGL,Long Lellang Airport,Long Datih,Malaysia,3.421,115.154
ODN,Long Seridan Airport,Long Seridan,Malaysia,3.967,115.05
MKM,Mukah Airport,Mukah,Malaysia,2.90639,112.08
BKM,Bakalalan Airport,Bakalalan,Malaysia,3.974,115.618
LWY,Lawas Airport,Lawas,Malaysia,4.84917,115.408
BBN,Bario Airport,Bario,Malaysia,3.73389,115.479
KUD,Kudat Airport,Kudat,Malaysia,6.9225,116.836
TKG,Radin Inten II (Branti) Airport,Bandar Lampung-Sumatra Island,Indonesia,-5.242339,105.178939
NTX,Ranai Airport,Ranai-Natuna Besar Island,Indonesia,3.908714,108.387897
KBU,Stagen Airport,Laut Island,Indonesia,-3.29472,116.165
ALH,Albany Airport,Albany,Australia,-34.9433,117.809
AUU,Aurukun Airport,Aurukun,Australia,-13.3539,141.721
BCI,Barcaldine Airport,Barcaldine,Australia,-23.5653,145.307
BVI,Birdsville Airport,Birdsville,Australia,-25.8975,139.348
BHQ,Broken Hill Airport,Broken Hill,Australia,-32.0014,141.472
HTI,Hamilton Island Airport,Hamilton Island,Australia,-20.3581,148.952
BEU,Bedourie Airport,Bedourie,Australia,-24.3461,139.46
BUC,Burketown Airport,Burketown,Australia,-17.7486,139.534
BQL,Boulia Airport,Boulia,Australia,-22.9133,139.9
BHS,Bathurst Airport,Bathurst,Australia,-33.4094,149.652
CPD,Coober Pedy Airport,Coober Pedy,Australia,-29.04,134.721
CNJ,Cloncurry Airport,Cloncurry,Australia,-20.6686,140.504
CED,Ceduna Airport,Ceduna,Australia,-32.1306,133.71
CMA,Cunnamulla Airport,Cunnamulla,Australia,-28.03,145.622
CUQ,Coen Airport,Coen,Australia,-13.7608,143.114
DMD,Doomadgee Airport,Doomadgee,Australia,-17.9403,138.822
DPO,Devonport Airport,Devonport,Australia,-41.1697,146.43
ELC,Elcho Island Airport,Elcho Island,Australia,-12.0194,135.571
EPR,Esperance Airport,Esperance,Australia,-33.6844,121.823
FLS,Flinders Island Airport,Flinders Island,Australia,-40.0917,147.993
GET,Geraldton Airport,Geraldton,Australia,-28.7961,114.707
GLT,Gladstone Airport,Gladstone,Australia,-23.8697,151.223
GTE,Groote Eylandt Airport,Groote Eylandt,Australia,-13.975,136.46
GFF,Griffith Airport,Griffith,Australia,-34.2508,146.067
HID,Horn Island Airport,Horn Island,Australia,-10.5864,142.29
JCK,Julia Creek Airport,Julia Creek,Australia,-20.6683,141.723
KNS,King Island Airport,King Island,Australia,-39.8775,143.878
KWM,Kowanyama Airport,Kowanyama,Australia,-15.4856,141.751
LDH,Lord Howe Island Airport,Lord Howe Island,Australia,-31.5383,159.077
IRG,Lockhart River Airport,Lockhart River,Australia,-12.7869,143.305
LSY,Lismore Airport,Lismore,Australia,-28.8303,153.26
LRE,Longreach Airport,Longreach,Australia,-23.4342,144.28
MIM,Merimbula Airport,Merimbula,Australia,-36.9086,149.901
MGT,Milingimbi Airport,Milingimbi,Australia,-12.0944,134.894
MNG,Maningrida Airport,Maningrida,Australia,-12.0561,134.234
MCV,McArthur River Mine Airport,McArthur River Mine,Australia,-16.4425,136.084
MQL,Mildura Airport,Mildura,Australia,-34.2292,142.086
MRZ,Moree Airport,Moree,Australia,-29.4989,149.845
MOV,Moranbah Airport,Moranbah,Australia,-22.0578,148.077
MYA,Moruya Airport,Moruya,Australia,-35.8978,150.144
MGB,Mount Gambier Airport,Mount Gambier,Australia,-37.7456,140.785
ONG,Mornington Island Airport,Mornington Island,Australia,-16.6625,139.178
NRA,Narrandera Airport,Narrandera,Australia,-34.7022,146.512
NTN,Normanton Airport,Normanton,Australia,-17.6836,141.07
ZNE,Newman Airport,Newman,Australia,-23.4178,119.803
OLP,Olympic Dam Airport,Olympic Dam,Australia,-30.485,136.877
PUG,Port Augusta Airport,Argyle,Australia,-32.506944,137.716667
PBO,Paraburdoo Airport,Paraburdoo,Australia,-23.1711,117.745
CCK,Cocos Keeling Island Airport,Cocos Keeling Island,Cocos (Keeling) Islands,-12.1883,96.8339
GOV,Gove Airport,Gove,Australia,-12.2694,136.818
PKE,Parkes Airport,Parkes,Australia,-33.1314,148.239
PLO,Port Lincoln Airport,Port Lincoln,Australia,-34.6053,135.88
EDR,Pormpuraaw Airport,Pormpuraaw,Australia,-14.8967,141.609
PQQ,Port Macquarie Airport,Port Macquarie,Australia,-31.4358,152.863
PTJ,Portland Airport,Portland,Australia,-38.3181,141.471
ULP,Quilpie Airport,Quilpie,Australia,-26.6122,144.253
RMA,Roma Airport,Roma,Australia,-26.545,148.775
SGO,St George Airport,St George,Australia,-28.0497,148.595
XTG,Thargomindah Airport,Thargomindah,Australia,-27.9864,143.811
WNR,Windorah Airport,Windorah,Australia,-25.4131,142.667
WYA,Whyalla Airport,Whyalla,Australia,-33.0589,137.514
WIN,Winton Airport,Winton,Australia,-22.3636,143.086
BWT,Wynyard Airport,Burnie,Australia,-40.9989,145.731
